"X","rbd","cluster","Avg..SIMCE.Lang","Avg..SIMCE.Math","Public","SEP.status","X..Priority.Students","Diff.D1.GPA","Diff.D2.GPA","Diff.D9.GPA","Diff.D10.GPA","simce_math_min_4_D1","simce_math_min_4_D10","simce_math_min_4_D2","simce_math_min_4_D3D8","simce_math_min_4_D9","asistencia_4_D1","asistencia_4_D10","asistencia_4_D2","asistencia_4_D3D8","asistencia_4_D9","asistencia","n_total","n_D1","n_D2","n_D3D8","n_D9","n_D10","simce_math_min_4","min_math_school","min_lang_school","min_math_school_GPA_D1","min_math_school_GPA_D10","min_math_school_GPA_D2","min_math_school_GPA_D3D8","min_math_school_GPA_D9","min_lang_school_GPA_D1","min_lang_school_GPA_D10","min_lang_school_GPA_D2","min_lang_school_GPA_D3D8","min_lang_school_GPA_D9","min_math","min_math_D1","min_math_D2","min_math_D9","min_math_D10","impute_all","impute_pred_min_all","impute_pred_min_decile","impute_no","impute_pred_min_school","impute_pred_min_school_GPA"
1,10000,1,235,212,1,1,0.590336,0,-0.182568812671883,0,0,182.22,247.4,148.61,151.79,189.8,0.8,1,0.833333333333333,0.939393939393939,1,0.925925925925926,54,5,6,33,5,5,148.61,148.61,135.68,182.22,247.4,148.61,151.79,189.8,180.33,191.12,135.68,145.14,200.28,100.93,105.04,106.56,100.93,112.29,203.772592592593,209.746897997393,209.861104932431,212,210.714106996081,210.714106996081
2,10001,1,248,232,1,1,0.556923,0,-0.029589043953486,0,0,159.94,252.82,175.67,138.1,256.89,0.8,1,1,0.892857142857143,1,0.91304347826087,46,5,5,28,4,4,138.1,138.1,138.24,159.94,252.82,175.67,138.1,256.89,203.72,216.03,138.24,146.25,210.2,100.93,105.04,106.56,100.93,112.29,220.602608695652,231.578452609676,231.596559818095,232,231.697998779649,231.818831429794
3,10005,1,279,274,1,1,0.482353,-0.00121369055956255,0,0,0,163.68,312.72,202.18,228.94,297.62,0.875,1,1,0.9375,1,0.95,80,8,8,48,8,8,163.68,163.68,145.88,163.68,312.72,202.18,228.94,297.62,145.88,313.29,175.83,193.09,268.41,100.93,105.04,106.56,100.93,112.29,265.3465,273.978994657486,273.979493484306,274,273.986610565747,273.986610565747
4,10006,2,259,230,1,1,0.422414,-0.586644775225063,-0.130309568379018,-0.223330778069031,0,158.49,292.15,203.25,198.65,234.29,0.2,1,0.75,0.88,0.75,0.780487804878049,41,5,4,25,4,3,158.49,158.49,137.54,158.49,292.15,203.25,198.65,234.29,162.78,317.21,137.54,159.15,265.56,100.93,105.04,106.56,100.93,112.29,201.66756097561,216.312959908398,216.678572630612,230,222.416826241958,224.637424218375
5,10010,1,255,241,1,1,0.601852,0,0,0,0,189.86,235.87,182.97,134.95,151.44,1,1,1,0.944444444444444,1,0.96551724137931,29,3,3,18,3,2,134.95,134.95,155.19,189.86,235.87,182.97,134.95,151.44,173.86,198.84,219.73,155.19,174.91,100.93,105.04,106.56,100.93,112.29,236.17,241,241,241,241,241
6,10012,2,261,225,1,1,0.624366,-0.00719653457596392,0,0,0,184.47,214.55,212.63,116.41,220.7,1,1,1,0.916666666666667,1,0.947368421052632,19,2,2,12,2,1,116.41,116.41,153.11,184.47,214.55,212.63,116.41,220.7,155.02,264.28,NA,153.11,167.79,100.93,105.04,106.56,100.93,112.29,218.47,224.906013258438,224.909126706554,225,224.917739822147,224.969297310909
7,10014,2,255,242,0,1,0.4,-0.571166316879993,-0.204503011681229,0,-0.0114166826203577,175.31,283.88,216.14,163.08,251.15,0.333333333333333,1,0.666666666666667,0.764705882352941,1,0.75,28,3,3,17,3,2,163.08,163.08,206.78,175.31,283.88,216.14,163.08,251.15,218.63,310.49,225.97,206.78,252.78,100.93,105.04,106.56,100.93,112.29,206.7325,230.160995736611,230.545135864595,242,235.376804306609,237.386345452567
8,10015,1,273,266,0,1,0.403958,0,0,0,0,206.14,262.72,203.21,178.9,234.51,1,1,1,1,1,1,116,12,12,71,10,11,178.9,178.9,158.85,206.14,262.72,203.21,178.9,234.51,168.19,266,196.1,158.85,209.42,100.93,105.04,106.56,100.93,112.29,266,266,266,266,266,266
9,10018,1,273,270,0,1,0.350318,0,0,0,0,137.89,294.55,257.87,225.09,233.03,1,1,1,1,1,1,29,3,3,17,3,3,137.89,137.89,148.39,137.89,294.55,257.87,225.09,233.03,188.88,304.78,148.39,153.95,273.17,100.93,105.04,106.56,100.93,112.29,270,270,270,270,270,270
10,10019,2,242,224,0,1,0.407115,-0.281202277111959,-0.485506873494709,0,0,217.26,265.71,243.86,188.69,209.34,0.666666666666667,1,0.5,1,1,0.921052631578947,38,3,4,24,4,3,188.69,188.69,168.38,217.26,265.71,243.86,188.69,209.34,242.51,276.08,277.88,171.37,168.38,100.93,105.04,106.56,100.93,112.29,214.283947368421,214.978210094303,215.357179538195,224,221.411559262451,224.865335683874
11,10021,1,259,274,0,1,0.576923,0,0,0,0,223.39,288.25,215.82,196.63,226.19,1,1,1,1,1,1,37,4,4,23,3,3,196.63,196.63,185.74,223.39,288.25,215.82,196.63,226.19,207.62,251.49,185.74,187.09,266.46,100.93,105.04,106.56,100.93,112.29,274,274,274,274,274,274
12,10026,2,260,240,0,1,0.557471,-0.0747963388353735,-0.21546757207159,-0.120620629269896,0,157.77,233.98,170.82,160.46,248.97,0.833333333333333,1,0.666666666666667,0.944444444444444,0.8,0.894736842105263,57,6,6,35,5,5,157.77,157.77,149.13,157.77,233.98,170.82,160.46,248.97,201,245.88,157.71,149.13,257.35,100.93,105.04,106.56,100.93,112.29,225.361052631579,234.279376015758,234.439428161376,240,236.617481051095,237.878430486889
13,10028,1,263,238,0,1,0.461165,0,0,0,0,141.62,282.88,173.64,187.49,260.07,1,1,1,0.888888888888889,1,0.933333333333333,30,3,3,18,3,3,141.62,141.62,161.74,141.62,282.88,173.64,187.49,260.07,161.74,293.95,234.4,173.04,270.56,100.93,105.04,106.56,100.93,112.29,228.862,238,238,238,238,238
14,10030,1,295,301,0,1,0.392428,-0.00692455000570957,0,0,0,211.71,289.42,218.12,207.82,259.41,0.928571428571429,1,0.928571428571429,0.948717948717949,1,0.954545454545455,132,14,14,78,13,13,207.82,207.82,179.48,211.71,289.42,218.12,207.82,259.41,179.48,254.35,200.92,210.9,252.83,100.93,105.04,106.56,100.93,112.29,291.905909090909,300.853064196402,300.8560826707,301,300.931566560807,300.934423462272
15,10032,1,250,241,0,1,0.428135,-0.135677258303041,0,0,0,120.11,228.07,152.34,163.03,203.31,0.8,1,1,0.958333333333333,1,0.95,40,5,4,24,3,4,120.11,120.11,145.3,120.11,228.07,152.34,163.03,203.31,145.3,300.5,147.72,161.24,229.84,100.93,105.04,106.56,100.93,112.29,233.9965,238.624460803687,238.69416499514,241,238.949747030468,238.949747030468
16,10035,1,259,251,0,1,0.577778,-0.351360531190946,0,0,0,208.79,270.4,248.97,179.49,249.73,0.5,1,1,0.95,1,0.911764705882353,34,4,4,20,3,3,179.49,179.49,139.65,208.79,270.4,248.97,179.49,249.73,206.54,301.07,189.99,139.65,288.67,100.93,105.04,106.56,100.93,112.29,237.758529411765,244.796626480491,244.966519631455,251,248.044024519357,249.255184938639
17,10036,2,273,274,0,1,0.52043,-0.0966036034841332,-0.102504361791574,0,0,179.43,310.55,210.35,184.57,307.64,0.833333333333333,1,0.833333333333333,0.914285714285714,1,0.912280701754386,57,6,6,35,5,5,179.43,179.43,168.77,179.43,310.55,210.35,184.57,307.64,168.77,301.62,234.7,169.08,307.3,100.93,105.04,106.56,100.93,112.29,258.818421052632,270.37267204734,270.475213138625,274,272.017932602513,272.351557325313
18,10041,1,247,236,0,1,0.592437,-0.283392549449336,0,-0.004234247245539,0,196.06,289.04,216.79,190.84,260.07,1,1,1,0.941176470588235,1,0.962962962962963,27,3,3,17,2,2,190.84,190.84,159.21,196.06,289.04,216.79,190.84,260.07,159.21,269.08,215.74,198.81,255.73,100.93,105.04,106.56,100.93,112.29,230.997407407407,231.704543166175,231.83395909709,236,234.563834821829,234.749916347681
19,10042,1,280,286,0,1,0.288703,-0.153149655068353,0,0,0,211.88,299.31,194.34,221.01,278.82,0.777777777777778,1,1,1,1,0.977777777777778,90,9,9,54,9,9,194.34,194.34,170.74,211.88,299.31,194.34,221.01,278.82,179.31,286.07,215.5,170.74,275.44,100.93,105.04,106.56,100.93,112.29,281.887333333333,283.16565933365,283.228603841883,286,284.596230261643,284.864854756633
20,10046,1,267,263,0,1,0.456332,0,0,0,-0.0673813724017278,175.34,301.96,212.46,182.9,250.64,1,0.857142857142857,1,0.916666666666667,1,0.936708860759494,79,8,8,48,8,7,175.34,175.34,169.13,175.34,301.96,212.46,182.9,250.64,175.36,310.24,174.7,169.13,283.71,100.93,105.04,106.56,100.93,112.29,252.742405063291,262.032360845873,262.100185741232,263,262.476625851479,263.232610732676
21,10058,1,260,253,0,0,0.256071,0,0,0,0,226.98,267.43,149.8,142.81,250.81,1,1,1,1,1,1,45,5,5,27,4,4,142.81,142.81,176.52,226.98,267.43,149.8,142.81,250.81,176.52,312.63,227.32,193.94,320.22,100.93,105.04,106.56,100.93,112.29,253,253,253,253,253,253
22,10063,1,272,265,0,1,0.505814,0,0,0,0,157.76,264.32,241.83,157.55,265.52,1,1,1,1,1,1,30,3,3,18,3,3,157.55,157.55,138.43,157.76,264.32,241.83,157.55,265.52,138.43,284.31,223.17,173.85,283.13,100.93,105.04,106.56,100.93,112.29,265,265,265,265,265,265
23,10064,1,274,259,0,1,0.568282,0,0,0,0,160.86,265.45,208.25,190.43,267.24,1,1,1,0.9375,1,0.961538461538462,26,3,3,16,2,2,160.86,160.86,186.23,160.86,265.45,208.25,190.43,267.24,186.23,297.98,264.29,193.25,293.62,100.93,105.04,106.56,100.93,112.29,252.920384615385,259,259,259,259,259
24,10069,1,257,262,0,1,0.412736,0,-0.101349447017298,0,0,201.44,275.11,190.26,220.56,230.14,1,1,0.846153846153846,0.961538461538462,1,0.961538461538462,130,13,13,78,13,13,190.26,190.26,149.86,201.44,275.11,190.26,220.56,230.14,150.89,149.86,173.15,160.09,265.74,100.93,105.04,106.56,100.93,112.29,255.805,260.367564456892,260.424624195563,262,261.272919067098,261.272919067098
25,10074,1,243,218,1,1,0.770492,0,-0.259294252510086,0,0,153.86,234.51,137.64,153.57,228.99,1,1,0.666666666666667,1,1,0.96551724137931,29,3,3,17,3,3,137.64,137.64,128.52,153.86,234.51,137.64,153.57,228.99,128.52,247.38,208.7,138.43,224.93,100.93,105.04,106.56,100.93,112.29,213.963103448276,214.85976777848,215.010784327615,218,215.84446005534,215.84446005534
26,10076,1,244,253,1,1,0.530769,-0.44439053279893,0,0,0,161.88,271,156.92,179.17,298.06,0.5,1,1,0.956521739130435,1,0.918918918918919,37,4,4,23,3,3,156.92,156.92,173.36,161.88,271,156.92,179.17,298.06,224.07,265.19,173.36,211.6,291.07,100.93,105.04,106.56,100.93,112.29,240.67,245.694219640786,245.891673164008,253,248.384103525263,248.622392935282
27,10080,2,272,277,1,1,0.76087,-0.802393436942233,-0.614111554730445,-0.0247412749105982,0,220.85,293.39,221.32,220.85,268.49,0,1,0.25,0.95,1,0.764705882352941,34,4,4,20,3,3,220.85,220.85,168.78,NA,293.39,221.32,220.85,268.49,NA,218.97,210.8,168.78,263.41,100.93,105.04,106.56,100.93,112.29,235.571764705882,247.273978695419,248.068718116474,277,267.520156209166,NA
28,10081,1,242,254,1,1,0.55706,-0.122579107975415,-0.055782999393179,0,0,146.56,255.88,130.91,145.09,245.36,0.714285714285714,1,0.857142857142857,0.923076923076923,1,0.908396946564885,131,14,14,78,13,12,130.91,130.91,140.88,146.56,255.88,130.91,145.09,245.36,140.88,261.74,201.8,162.41,222.94,100.93,105.04,106.56,100.93,112.29,239.978320610687,251.082241001155,251.169645717835,254,251.653707746992,251.858723644377
29,10083,1,232,208,1,1,0.633333,0,0,0,-0.117833968304584,126.26,235.35,185.96,139.23,195.87,1,0.833333333333333,0.857142857142857,0.944444444444444,1,0.935483870967742,62,7,7,36,6,6,126.26,126.26,135.85,126.26,235.35,185.96,139.23,195.87,138.86,278.3,146.53,169.57,135.85,100.93,105.04,106.56,100.93,112.29,201.092258064516,206.779050033577,206.908591376797,208,207.067895299753,208.311879906432
30,10085,2,267,264,1,1,0.654676,-0.187587096437977,-0.116033600838883,0,0,209.23,308.04,192.58,201.42,253.26,0.875,1,0.857142857142857,0.86046511627907,1,0.9,70,7,7,42,7,7,192.58,192.58,168.66,209.23,308.04,192.58,201.42,253.26,168.66,290.62,171.15,178.95,277.48,100.93,105.04,106.56,100.93,112.29,247.693,259.048857289506,259.191282503415,264,261.831540980049,262.143873495618
31,10086,1,239,218,1,1,0.606178,-0.0875603621386655,-0.134249398004332,0,-0.0378116712652068,189.36,250.75,214.4,160.16,273.65,0.666666666666667,1,0.666666666666667,0.928571428571429,1,0.875,24,3,3,14,2,2,160.16,160.16,155.65,189.36,250.75,214.4,160.16,273.65,181.53,290.89,155.65,159.97,275.85,100.93,105.04,106.56,100.93,112.29,203.36625,214.385207059589,214.560464258281,218,216.214063178668,217.72931602727
32,10087,2,237,234,1,1,0.69869,-0.206565085079585,-0.13159118653053,0,0,249.31,309.07,270.55,215.51,260.09,0.666666666666667,1,0.666666666666667,0.916666666666667,1,0.863636363636364,22,3,3,12,2,2,215.51,215.51,172.01,249.31,309.07,270.55,215.51,260.09,218.73,335.48,209.34,172.01,273.25,100.93,105.04,106.56,100.93,112.29,215.854090909091,227.863847036842,228.080643520457,234,233.147385073354,235.087113998217
33,10088,1,233,233,1,1,0.729282,-0.279068988355144,0,0,0,153.1,321.02,179.25,158.84,238.95,0.666666666666667,1,1,0.944444444444444,1,0.928571428571429,28,3,3,18,2,2,153.1,153.1,169.57,153.1,321.02,179.25,158.84,238.95,169.57,252.44,193.7,176.87,266.33,100.93,105.04,106.56,100.93,112.29,223.566428571429,229.051074147279,229.173964169651,233,230.610970124688,230.610970124688
34,10089,1,253,236,1,1,0.630137,-0.188922865250365,0,0,0,128.16,252.25,170.62,116.61,219.61,0.666666666666667,1,1,1,1,0.966666666666667,60,6,6,36,6,6,116.61,116.61,145.32,128.16,252.25,170.62,116.61,219.61,145.32,250.52,157.36,165.08,250.26,100.93,105.04,106.56,100.93,112.29,231.497666666667,233.448218859063,233.525866156681,236,233.744449911776,233.96265582114
35,10090,2,261,281,1,1,0.66167,-0.511023019096295,-0.494273324260354,0,0,295.71,314.54,271.75,258.67,301.81,0.5,1,0.4,0.888888888888889,1,0.830508474576271,59,6,5,36,6,6,258.67,258.67,208.66,295.71,314.54,271.75,258.67,301.81,288.41,301.8,229.54,208.66,313.19,100.93,105.04,106.56,100.93,112.29,250.479661016949,264.099347834071,264.548765151509,281,278.904195241488,281.376995769803
36,10091,1,245,256,1,1,0.60424,-0.0954190655039312,0,0,0,191.25,252.59,211.17,211.34,190.44,0.75,1,1,0.882352941176471,1,0.903225806451613,31,4,4,17,3,3,190.44,190.44,141.4,191.25,252.59,211.17,211.34,190.44,192.2,287.14,194.71,141.4,233.35,100.93,105.04,106.56,100.93,112.29,240.993225806452,254.090756840297,254.141359725358,256,255.192816266524,255.202789097887
37,10092,1,234,234,1,1,0.58547,-0.0907315660967885,0,0,0,143.84,183.24,169.64,143.84,175.96,0.5,1,1,0.882352941176471,1,0.870967741935484,31,4,4,17,3,3,143.84,143.84,148.32,NA,183.24,169.64,143.84,175.96,267.6,166.39,148.32,152.57,242.42,100.93,105.04,106.56,100.93,112.29,216.829677419355,232.442109741871,232.490226740149,234,232.944469935576,NA
38,10093,1,246,230,1,1,0.787072,0,0,0,-0.00121851876335533,200.74,260.52,163.29,161.98,225.92,1,1,1,0.941176470588235,1,0.961538461538462,26,2,3,17,2,2,161.98,161.98,149.65,200.74,260.52,163.29,161.98,225.92,212.55,303.94,223.96,149.65,261.97,100.93,105.04,106.56,100.93,112.29,225.035769230769,229.987901983324,229.988966781259,230,229.993624334901,230.002860707127
39,10095,1,224,225,1,1,0.729323,0,0,0,0,157.19,317.33,271.24,174.76,157.19,1,1,1,1,1,1,13,2,2,7,1,1,157.19,157.19,173.16,157.19,317.33,271.24,174.76,NA,272.68,289.18,258.09,173.16,NA,100.93,105.04,106.56,100.93,112.29,225,225,225,225,225,NA
40,10097,2,232,261,1,1,0.635135,0,-0.417816455111216,-0.895718142696232,0,149.09,260.92,149.09,227.59,149.09,1,1,0.5,0.833333333333333,0,0.75,12,2,2,6,1,1,149.09,149.09,157.07,NA,260.92,149.09,227.59,NA,206.19,330.77,238.02,157.07,309.13,100.93,105.04,106.56,100.93,112.29,220.9825,237.905219746609,238.297270853655,261,244.853708638989,NA
41,10098,1,231,224,1,1,0.721154,-0.19047994190872,0,0,0,202.33,302.68,158.84,175.11,273.44,0.5,1,1,0.75,1,0.789473684210526,19,2,2,12,2,1,158.84,158.84,169.23,202.33,302.68,158.84,175.11,273.44,259.62,351.29,169.23,195.69,273.97,100.93,105.04,106.56,100.93,112.29,198.090526315789,221.532382478873,221.614790116899,224,222.693508103708,223.565505227246
42,10099,1,292,282,1,1,0.730469,0,0,0,0,175.72,277.47,233.92,168.59,224.53,1,1,1,0.941176470588235,1,0.966666666666667,30,4,3,17,3,3,168.59,168.59,155.83,175.72,277.47,233.92,168.59,224.53,160.06,271.03,155.83,160.49,282.66,100.93,105.04,106.56,100.93,112.29,275.964333333333,282,282,282,282,282
43,10100,2,257,253,1,1,0.729958,-0.139875839183853,0,0,0,214.76,319.52,218.4,181.01,247.68,0.666666666666667,1,1,0.769230769230769,1,0.826086956521739,23,3,3,13,2,2,181.01,181.01,191.31,214.76,319.52,218.4,181.01,247.68,218.24,293.55,222.36,191.62,191.31,100.93,105.04,106.56,100.93,112.29,226.553043478261,250.225532321997,250.300517934916,253,251.686565870064,252.302323640384
44,10102,1,238,243,1,1,0.647668,0,-0.086179006553224,0,0,208.17,280.07,229.22,203.33,251.69,1,1,1,1,1,1,23,3,2,14,2,2,203.33,203.33,187.83,208.17,280.07,229.22,203.33,251.69,187.83,308.89,241.22,197.98,250.32,100.93,105.04,106.56,100.93,112.29,243,241.935352046868,241.977542290946,243,242.702719896525,242.896735068669
45,10103,1,274,281,1,1,0.565465,-0.179728936093059,-0.102363748950498,0,0,196.46,279.2,146.53,149.87,230.97,0.571428571428571,1,0.714285714285714,0.928571428571429,1,0.882352941176471,68,7,7,42,6,6,146.53,146.53,123.63,196.46,279.2,146.53,149.87,230.97,172.1,288.24,194.47,123.63,270.48,100.93,105.04,106.56,100.93,112.29,259.815294117647,275.770955756315,275.906322768632,281,277.095132007285,278.018912308077
46,10104,2,258,258,1,1,0.628664,-0.0113100725924347,-0.0915752195397697,0,-0.334927001070139,184.37,293.93,224.09,172.17,237.67,1,0.666666666666667,0.75,0.916666666666667,1,0.894736842105263,38,4,4,24,3,3,172.17,172.17,160.41,184.37,293.93,224.09,172.17,237.67,188.41,297.16,160.41,179.21,269.94,100.93,105.04,106.56,100.93,112.29,241.466315789474,252.145744118024,252.505284216285,258,254.800975473674,258.535512528607
47,10105,1,217,197,1,1,0.753704,-0.120328921932303,0,0,0,122.33,188.85,137.91,142.44,153.55,0.75,1,1,0.888888888888889,1,0.9,60,7,6,35,6,6,122.33,122.33,135.48,122.33,188.85,137.91,142.44,153.55,169.03,260.65,135.48,142.12,161.34,100.93,105.04,106.56,100.93,112.29,187.393,195.651333388162,195.709031106229,197,195.951754596587,195.951754596587
48,10106,1,223,252,1,1,0.58042,-0.0566295313635887,0,0,0,118.91,238.21,155.81,183.33,234.59,0.75,1,1,1,1,0.96969696969697,33,4,4,19,3,3,118.91,118.91,144.35,118.91,238.21,155.81,183.33,234.59,190.3,280.14,184.02,144.35,226.62,100.93,105.04,106.56,100.93,112.29,247.422121212121,250.963027478412,250.99123928131,252,251.086445535857,251.086445535857
49,10107,1,278,230,1,1,0.725146,-0.251296403280293,0,0,0,174.65,340.42,174.65,211.23,304.38,0.5,1,1,0.833333333333333,1,0.842105263157895,19,2,2,12,2,1,174.65,174.65,225.47,NA,340.42,174.65,211.23,304.38,NA,327.88,225.47,226.06,270,100.93,105.04,106.56,100.93,112.29,209.620526315789,226.585807708275,226.69452646801,230,228.53586779773,NA
50,10108,1,262,222,1,1,0.632035,-0.179234253913143,-0.104762478005167,0,0,198.97,275.34,202.82,212.67,213.81,0.666666666666667,1,0.666666666666667,0.916666666666667,1,0.863636363636364,22,3,3,12,2,2,198.97,198.97,174.36,198.97,275.34,202.82,212.67,213.81,197.94,286.55,174.36,248.54,253.71,100.93,105.04,106.56,100.93,112.29,205.490454545455,217.311343045452,217.492224709282,222,221.108121172353,221.163121473306
51,10109,2,199,237,1,1,0.747253,-0.0882055979018498,-0.296916982935927,0,0,263.59,248.17,151.83,151.83,172.33,0.666666666666667,1,0.666666666666667,0.833333333333333,1,0.821428571428571,28,3,3,18,2,2,151.83,151.83,172.39,263.59,248.17,NA,151.83,172.33,227.92,317.14,NA,172.39,195.73,100.93,105.04,106.56,100.93,112.29,212.701785714286,231.385325402722,231.603271933576,237,233.485618906076,NA
52,10113,1,252,257,1,1,0.66147,-0.0902137316107321,0,0,0,231.43,271.05,183.28,173.18,256.02,0.833333333333333,1,1,0.914285714285714,1,0.929824561403509,57,6,6,35,5,5,173.18,173.18,153.93,231.43,271.05,183.28,173.18,256.02,209.39,307,153.93,169.43,277.07,100.93,105.04,106.56,100.93,112.29,246.047719298246,255.51793083237,255.556960141519,257,256.204030001725,256.757182619233
53,10114,2,218,241,1,1,0.650602,-0.0948111252508032,-0.0557029177613246,0,0,147.6,263.71,193.31,188.85,246.71,0.833333333333333,1,0.833333333333333,0.866666666666667,1,0.884615384615385,52,6,6,30,5,5,147.6,147.6,165.85,147.6,263.71,193.31,188.85,246.71,171.83,271.46,165.85,177.82,283.38,100.93,105.04,106.56,100.93,112.29,224.838076923077,238.567403614841,238.648551440046,241,239.377921736462,239.671711779254
54,10116,1,239,217,1,1,0.725857,-0.0738691530478703,0,0,0,206.41,261.72,176.42,122.88,248.77,0.75,1,1,1,1,0.970588235294118,34,4,4,20,3,3,122.88,122.88,133.29,206.41,261.72,176.42,122.88,248.77,245.32,249.55,133.29,147.8,245.92,100.93,105.04,106.56,100.93,112.29,213.586176470588,215.99129498891,216.027012897031,217,216.182051213545,216.907967725791
55,10117,1,224,226,1,1,0.744493,0,0,0,0,186.87,194.46,217.41,161.49,219.63,1,1,1,0.875,1,0.923076923076923,26,3,3,16,2,2,161.49,161.49,152.63,186.87,194.46,217.41,161.49,219.63,162.67,235.74,181.7,152.63,184.99,100.93,105.04,106.56,100.93,112.29,216.379230769231,226,226,226,226,226
56,10119,1,247,243,1,1,0.653179,-0.272236119037498,0,0,0,190.25,287.19,190.96,131.61,226.12,0.4,1,1,0.888888888888889,1,0.866666666666667,45,5,5,27,4,4,131.61,131.61,172.2,190.25,287.19,190.96,131.61,226.12,NA,227.57,180.15,172.2,237.91,100.93,105.04,106.56,100.93,112.29,224.057333333333,238.702601618705,238.826922779732,243,239.630624300046,241.404393857864
57,10121,1,238,231,1,1,0.674157,-0.118024288166037,0,0,0,181.84,286.87,203.01,181.1,170.19,0.666666666666667,1,1,0.933333333333333,1,0.916666666666667,24,3,2,15,2,2,170.19,170.19,152.88,181.84,286.87,203.01,181.1,170.19,177.19,300.21,168.11,152.88,205.41,100.93,105.04,106.56,100.93,112.29,220.160833333333,229.08107260478,229.141707582826,231,230.102867879578,230.27474074922
58,10122,1,208,210,1,1,0.787013,-0.336956916839405,0,0,-0.119209229159278,117.21,240.27,182.75,129.05,202.72,0.5,0.8,1,0.972222222222222,1,0.913793103448276,58,6,6,36,5,5,117.21,117.21,137.18,117.21,240.27,182.75,129.05,202.72,151.9,269.45,137.18,148.69,216.82,100.93,105.04,106.56,100.93,112.29,200.597413793103,205.077205195861,205.337212812853,210,205.811991107765,207.076636602622
59,10123,2,268,263,1,1,0.654255,-0.566181310567338,-0.252644421695794,0,-0.156020412499889,185.22,245.48,226.67,181.63,198.42,0.333333333333333,0.8,0.666666666666667,0.857142857142857,1,0.785714285714286,56,6,6,35,4,5,181.63,181.63,190.34,185.22,245.48,226.67,181.63,198.42,190.34,266.55,194.82,199.26,223.01,100.93,105.04,106.56,100.93,112.29,228.270714285714,246.523684645775,247.083654629944,263,254.727785645873,257.054208693003
60,10124,1,267,243,1,1,0.667785,-0.290057953744509,0,0,0,174.89,278.43,184.05,127.4,228.17,1,1,1,1,1,1,35,4,4,21,3,3,127.4,127.4,129.16,174.89,278.43,184.05,127.4,228.17,164.41,289.56,169.27,129.16,269.59,100.93,105.04,106.56,100.93,112.29,243,238.290453315602,238.426697680161,243,239.16792006253,240.742188888053
61,10125,1,215,222,1,1,0.666667,0,0,0,-0.0507606154107996,166.75,223.67,144.35,179.31,263.9,1,1,1,0.916666666666667,1,0.947368421052632,19,2,2,12,2,1,144.35,144.35,172.82,166.75,223.67,144.35,179.31,263.9,177.51,256.49,172.82,187.19,221.34,100.93,105.04,106.56,100.93,112.29,215.627894736842,221.67654801538,221.706897520173,222,221.79254937965,222.004461590933
62,10126,1,196,185,1,1,0.784173,-0.39106992117938,0,0,0,213.15,252.71,173.23,142.11,251.19,0.5,1,1,0.857142857142857,1,0.846153846153846,13,2,2,7,1,1,142.11,142.11,161.36,213.15,252.71,173.23,142.11,251.19,169.91,254.52,211.03,161.36,288.66,100.93,105.04,106.56,100.93,112.29,172.066153846154,179.941961804069,180.189238323461,185,182.419540166249,186.693633581723
63,10130,1,266,260,1,1,0.612308,0,0,0,0,224.12,320.53,224.12,242.65,296.7,1,1,1,0.954545454545455,1,0.972222222222222,36,4,4,22,3,3,224.12,224.12,168.76,NA,320.53,224.12,242.65,296.7,NA,293.44,168.76,218.28,283.34,100.93,105.04,106.56,100.93,112.29,255.581388888889,260,260,260,260,NA
64,10133,1,241,246,1,1,0.764706,0,0,-0.0326151251119484,0,227.06,227.06,227.06,250.78,227.06,1,1,1,1,1,1,10,1,1,6,1,1,227.06,227.06,228.19,NA,227.06,NA,250.78,NA,NA,228.19,NA,283.82,NA,100.93,105.04,106.56,100.93,112.29,246,245.526852380001,245.526852380001,246,245.938226953038,NA
65,10134,2,265,242,1,1,0.619048,-0.176929203793457,-0.217411477279514,0,0,195.51,251.52,204.67,187.31,260.83,0.75,1,0.75,0.958333333333333,1,0.925,40,4,4,24,4,4,187.31,187.31,150.22,195.51,251.52,204.67,187.31,260.83,169.43,280.43,179.78,150.22,248.12,100.93,105.04,106.56,100.93,112.29,231.41975,236.437036012104,236.632156576571,242,239.843350815212,240.36585908688
66,10135,1,246,230,1,1,0.669643,0,0,0,0,189.56,289.6,163.55,180.01,274.87,1,1,1,0.9375,1,0.961538461538462,26,3,3,16,2,2,163.55,163.55,134.95,189.56,289.6,163.55,180.01,274.87,215.9,262.27,134.95,189.54,262.51,100.93,105.04,106.56,100.93,112.29,225.035769230769,230,230,230,230,230
67,10140,2,272,265,0,1,0.339552,-0.2275808791957,-0.163516354124893,-0.193162782394024,0,221.76,286.1,202.18,235.94,281.37,0.75,1,0.75,0.952380952380952,0.666666666666667,0.885714285714286,35,4,4,21,3,3,202.18,202.18,217.11,221.76,286.1,202.18,235.94,281.37,223.58,331.31,217.11,226.36,280.93,100.93,105.04,106.56,100.93,112.29,246.249142857143,254.950115845549,255.162224929802,265,261.152046549749,262.972441311805
68,10142,2,235,229,0,1,0.512953,-0.315608570882592,-0.450034089661836,0,0,260.26,257.55,179.93,130.94,255.14,0.5,1,0.5,0.947368421052632,1,0.848484848484849,33,4,4,19,3,3,130.94,130.94,134.75,260.26,257.55,179.93,130.94,255.14,242.48,298.19,152.67,134.75,271.31,100.93,105.04,106.56,100.93,112.29,209.595454545455,217.114441753221,217.5787863776,229,219.899524934183,227.51912135104
