"X","rbd","cluster","Avg..SIMCE.Lang","Avg..SIMCE.Math","Public","SEP.status","X..Priority.Students","Diff.D1.GPA","Diff.D2.GPA","Diff.D9.GPA","Diff.D10.GPA","simce_math_min_4_D1","simce_math_min_4_D10","simce_math_min_4_D2","simce_math_min_4_D3D8","simce_math_min_4_D9","asistencia_4_D1","asistencia_4_D10","asistencia_4_D2","asistencia_4_D3D8","asistencia_4_D9","asistencia","n_total","n_D1","n_D2","n_D3D8","n_D9","n_D10","simce_math_min_4","min_math_school","min_lang_school","min_math_school_GPA_D1","min_math_school_GPA_D10","min_math_school_GPA_D2","min_math_school_GPA_D3D8","min_math_school_GPA_D9","min_lang_school_GPA_D1","min_lang_school_GPA_D10","min_lang_school_GPA_D2","min_lang_school_GPA_D3D8","min_lang_school_GPA_D9","min_math","min_math_D1","min_math_D2","min_math_D9","min_math_D10","impute_all","impute_pred_min_all","impute_pred_min_decile","impute_no","impute_pred_min_school","impute_pred_min_school_GPA"
707,25390,1,237,218,0,1,0.712707,-0.00920477697987732,0,0,0,210.27,301.62,222.5,202.43,270.52,1,1,1,0.916666666666667,1,0.954545454545455,22,3,3,12,2,2,202.43,202.43,188.81,210.27,301.62,222.5,202.43,270.52,210.38,322.61,212.75,188.81,257.3,100.93,105.04,106.56,100.93,112.29,212.678636363636,217.853054103495,217.858212962594,218,217.980456584876,217.990297328265
708,25393,1,283,266,0,0,0.229787,0,0,0,0,155.88,260.85,142.26,165.8,261.38,1,1,1,0.941176470588235,1,0.961538461538462,26,2,3,17,2,2,142.26,142.26,176.51,155.88,260.85,142.26,165.8,261.38,191.21,263.26,176.51,190.57,280.74,100.93,105.04,106.56,100.93,112.29,259.651153846154,266,266,266,266,266
709,25395,1,257,245,0,1,0.580838,0,0,0,0,157.19,254.39,145.17,148.8,228.6,1,1,1,0.923076923076923,1,0.953846153846154,65,7,7,39,6,6,145.17,145.17,138.22,157.19,254.39,145.17,148.8,228.6,184.31,227.62,187.29,138.22,206.28,100.93,105.04,106.56,100.93,112.29,238.350615384615,245,245,245,245,245
710,25396,1,251,250,0,1,0.515994,0,-0.0130421720722351,0,0,166.52,248.05,219.85,182.71,252.14,1,1,0.888888888888889,0.981481481481482,1,0.977272727272727,88,9,9,54,8,8,166.52,166.52,149.18,166.52,248.05,219.85,182.71,252.14,149.18,225.34,187.71,159.79,271.7,100.93,105.04,106.56,100.93,112.29,246.612045454545,249.801161712304,249.8086713357,250,249.888649491803,249.959784166002
711,25402,1,292,285,0,0,0.035874,0,0,-0.0856601117166559,0,165.36,304.61,194,214.29,304.67,0.888888888888889,1,1,0.98,0.875,0.964285714285714,84,9,9,50,8,8,165.36,165.36,157.75,165.36,304.61,194,214.29,304.67,157.75,297.91,185.67,170.99,297.74,100.93,105.04,106.56,100.93,112.29,278.426071428571,283.498337451078,283.498337451078,285,284.023964212783,285.160469942616
712,25406,1,245,238,0,1,0.318471,0,0,0,0,207.14,297.41,207.47,137.67,280.72,1,1,1,1,1,1,29,3,3,18,3,2,137.67,137.67,173.09,207.14,297.41,207.47,137.67,280.72,184.23,327.3,184.15,173.09,259.31,100.93,105.04,106.56,100.93,112.29,238,238,238,238,238,238
713,25418,1,237,272,0,1,0.674033,-0.0765243501220646,0,0,0,199.49,286.48,215.69,205.26,293.02,0.857142857142857,1,1,0.976190476190476,1,0.970588235294118,68,7,7,42,6,6,199.49,199.49,139.82,199.49,286.48,215.69,205.26,293.02,139.82,218.49,140.41,150.78,279.4,100.93,105.04,106.56,100.93,112.29,266.968529411765,270.65239494077,270.68477149302,272,271.428801994243,271.428801994243
714,25423,2,216,206,0,0,0.677262,0,-0.355253794865419,0,0,132.88,232.31,179.01,139.3,226.3,1,1,0.6,0.925925925925926,1,0.911111111111111,45,5,5,27,4,4,132.88,132.88,157.87,132.88,232.31,179.01,139.3,226.3,157.87,260.21,231.47,175.54,207.73,100.93,105.04,106.56,100.93,112.29,196.660444444444,201.852609308166,202.074840293176,206,203.113760279938,204.934633341842
715,25431,2,261,272,0,1,0.692737,-0.150460622158845,-0.442192969989808,-0.218846516451921,0,179.02,288.04,249.01,194.83,220.61,0.8,1,0.5,1,0.75,0.904761904761905,42,5,4,25,4,4,179.02,179.02,167.67,179.02,288.04,249.01,194.83,220.61,203.66,267.95,208.77,167.67,232.33,100.93,105.04,106.56,100.93,112.29,255.707619047619,258.165890644145,258.476608536277,272,264.480882165737,268.295254793244
716,25434,1,266,246,0,0,0.298343,-0.00295511915191771,0,-0.0161791027753624,0,195.81,262.95,211.88,178.06,268.06,1,1,1,1,1,1,19,3,2,10,2,2,178.06,178.06,178.26,195.81,262.95,211.88,178.06,268.06,178.26,320.35,225.51,204.28,304.63,100.93,105.04,106.56,100.93,112.29,246,245.685247248139,245.687164964936,246,245.852593217334,246.014151038092
717,25436,1,300,310,0,1,0.478738,0,0,0,0,159.93,322.79,234.46,186.03,268.5,1,1,1,0.986301369863014,1,0.991803278688525,122,13,12,73,12,12,159.93,159.93,173.71,159.93,322.79,234.46,186.03,268.5,201.38,295.76,173.71,180.44,254.47,100.93,105.04,106.56,100.93,112.29,308.28631147541,310,310,310,310,310
718,25439,1,285,293,0,0,0.263204,0,0,0,0,207.87,300.87,248.1,224.37,275.57,1,1,1,0.985507246376812,1,0.991304347826087,115,12,12,69,11,11,207.87,207.87,184.04,207.87,300.87,248.1,224.37,275.57,184.04,310.25,235.21,208.88,291.42,100.93,105.04,106.56,100.93,112.29,291.329826086957,293,293,293,293,293
719,25442,1,273,285,0,0,0.240876,-0.187364890558567,0,0,0,184.57,309.27,213.61,245.83,328.06,0.75,1,1,1,1,0.973684210526316,38,4,4,24,3,3,184.57,184.57,171.21,184.57,309.27,213.61,245.83,328.06,227.56,307.73,171.21,216.12,303.47,100.93,105.04,106.56,100.93,112.29,280.156052631579,281.369657325777,281.450717294219,285,283.019257267495,283.019257267495
720,25448,1,281,278,0,1,0.537288,0,0,0,0,172.81,301.9,186.03,166.44,243.39,0.9,1,1,0.88,1,0.916666666666667,84,9,9,50,8,8,166.44,166.44,168.49,172.81,301.9,186.03,166.44,243.39,170.13,274.34,178.46,168.49,221.29,100.93,105.04,106.56,100.93,112.29,263.244166666667,278,278,278,278,278
721,25450,1,235,235,0,1,0.497942,0,0,0,0,176.06,274.52,146.03,186.65,243.99,1,1,1,1,1,1,41,5,5,23,4,4,146.03,146.03,158.8,176.06,274.52,146.03,186.65,243.99,217.33,295.81,158.8,167.3,273.57,100.93,105.04,106.56,100.93,112.29,235,235,235,235,235,235
722,25454,2,318,264,0,1,0.365591,-0.28562782806671,-0.895631231579237,-0.43379334230891,0,189.2,260.3,189.2,198.01,237.04,0.5,1,0,0.666666666666667,0.5,0.6,20,2,2,12,2,2,189.2,189.2,201.46,189.2,260.3,NA,198.01,237.04,244.51,286.6,NA,201.46,288.89,100.93,105.04,106.56,100.93,112.29,198.772,237.663340481322,238.284973902037,264,251.919408033378,NA
723,25462,2,271,257,0,1,0.645503,-0.18280084758876,-0.0463433857109063,0,0,146.69,256,198.97,164.91,248.36,0.666666666666667,1,0.888888888888889,0.9,1,0.890243902439024,82,9,9,49,7,8,146.69,146.69,132.89,146.69,256,198.97,164.91,248.36,170.71,298.23,132.89,164.25,217.39,100.93,105.04,106.56,100.93,112.29,239.870365853659,253.074843116833,253.185940954714,257,254.225706056371,254.491626664233
724,25464,1,282,270,0,0,0.280077,-0.110507246705769,0,0,0,185.92,259.65,232.41,213.56,273.6,0.785714285714286,1,1,0.9625,1,0.954887218045113,133,14,13,80,13,13,185.92,185.92,143.03,185.92,259.65,232.41,213.56,273.6,143.03,283.9,207.64,159.27,291.46,100.93,105.04,106.56,100.93,112.29,262.372781954887,268.03331997889,268.081128903518,270,269.021952704945,269.021952704945
725,25465,1,249,259,0,1,0.513793,0,-0.168948290499503,0,0,190.55,215.3,206.47,193.42,225.51,1,1,0.75,0.956521739130435,1,0.947368421052632,38,3,4,23,4,4,190.55,190.55,174.04,190.55,215.3,206.47,193.42,225.51,183.89,259.52,189.94,174.04,262.73,100.93,105.04,106.56,100.93,112.29,250.680526315789,256.188878286394,256.289002378553,259,257.782683106875,258.065804873691
726,25466,2,231,205,0,1,0.351351,-0.472680629514794,0,0,0,142.47,325.44,175.38,142.47,237.26,0.5,1,1,0.857142857142857,1,0.846153846153846,13,2,2,7,1,1,142.47,142.47,159.58,NA,325.44,175.38,142.47,237.26,NA,265.29,159.58,194.39,222.82,100.93,105.04,106.56,100.93,112.29,188.989230769231,197.432019520984,197.730899119031,205,200.452812344068,NA
727,25471,1,251,218,0,1,0.337838,0,-0.254409451089956,0,0,189.78,252.16,169.48,168.93,208.81,1,1,0.666666666666667,0.923076923076923,1,0.91304347826087,23,3,3,13,2,2,168.93,168.93,163.95,189.78,252.16,169.48,168.93,208.81,163.95,224.13,244.59,197.89,221.25,100.93,105.04,106.56,100.93,112.29,207.82,214.115167681856,214.3019927092,218,216.371668900219,216.389920013015
728,25475,1,236,240,0,1,0.585127,0,0,0,-0.145982921329059,170.5,278.92,174.7,179.1,256.36,1,0.857142857142857,1,0.956521739130435,1,0.96,75,8,8,45,7,7,170.5,170.5,169.51,170.5,278.92,174.7,179.1,256.36,172.18,297.88,169.51,171.68,264.62,100.93,105.04,106.56,100.93,112.29,234.4372,238.105161145538,238.259941970926,240,239.053057450312,240.530287827825
729,25480,1,283,270,0,0,0.15493,0,-0.145128678473491,0,0,173.67,280.76,188.97,189.55,247.79,1,1,0.8,0.961538461538462,1,0.954545454545455,44,5,5,26,4,4,173.67,173.67,145.72,173.67,280.76,188.97,189.55,247.79,154.69,292.49,145.72,175.78,297.68,100.93,105.04,106.56,100.93,112.29,262.315,267.211715264828,267.304564635261,270,268.411335727574,268.663661725374
730,25481,1,266,261,0,0,0.095149,0,-0.104334704084307,0,0,135.05,284.37,193.57,193.44,261.87,0.857142857142857,1,0.857142857142857,0.976190476190476,1,0.957142857142857,70,7,7,42,7,7,135.05,135.05,142.36,135.05,284.37,193.57,193.44,261.87,142.36,313.63,181.44,164.97,249.85,100.93,105.04,106.56,100.93,112.29,254.139857142857,259.329914391722,259.388654830122,261,259.685904402058,260.296471090359
731,25482,1,275,276,0,0,0.119355,-0.0527122289408445,-0.0523625680660835,0,0,223.63,276.18,204.72,212.46,256.47,0.8,1,0.8,1,1,0.954545454545455,44,5,5,26,4,4,204.72,204.72,211.2,223.63,276.18,204.72,212.46,256.47,237.63,331.11,252.88,224.02,211.2,100.93,105.04,106.56,100.93,112.29,268.042272727273,273.909608555454,273.967727705359,276,275.148894144244,275.262165536207
732,25484,2,251,261,0,1,0.372483,-0.16867666117708,0,0,-0.61487004393055,197.99,291.36,134.08,159.47,262.99,0.75,0.333333333333333,1,0.875,1,0.842105263157895,38,4,3,24,4,3,134.08,134.08,155.39,197.99,291.36,134.08,159.47,262.99,173.76,294.47,167.62,155.39,275.19,100.93,105.04,106.56,100.93,112.29,235.725789473684,250.387709568043,251.012125762962,261,252.58548196649,261.354976261003
733,25485,2,245,264,0,1,0.67803,-0.184761524240954,-0.444235678411738,-0.00974173394385147,0,260.25,303.02,248.07,232.95,286.87,0.666666666666667,1,0.333333333333333,1,1,0.869565217391304,23,3,3,13,2,2,232.95,232.95,172.42,260.25,303.02,248.07,232.95,286.87,206.41,265.35,NA,172.42,281.04,100.93,105.04,106.56,100.93,112.29,242.73,250.483091712253,250.908363460178,264,261.426258647608,263.005956377895
734,25492,1,316,297,0,0,0.148649,0,0,0,0,286.65,340.31,229.7,230.79,220.82,1,1,1,1,1,1,21,3,2,12,2,2,220.82,220.82,226.89,286.65,340.31,229.7,230.79,220.82,226.89,336.14,241.31,266.23,304.17,100.93,105.04,106.56,100.93,112.29,297,297,297,297,297,297
735,25501,1,282,282,0,0,0.170524,0,0,-0.0137235122705912,-0.0128656630258563,137.43,258.61,165.94,175.09,247.91,0.916666666666667,0.909090909090909,0.916666666666667,0.955882352941177,0.909090909090909,0.938053097345133,113,12,12,67,11,11,137.43,137.43,150.96,137.43,258.61,165.94,175.09,247.91,150.96,266.38,161.13,160.08,288.66,100.93,105.04,106.56,100.93,112.29,270.783274336283,281.531331666547,281.545559040456,282,281.625805594702,281.925164722953
736,25507,1,281,278,0,1,0.212598,-0.0820137979699823,0,0,0,203.89,270,186.74,231.4,238.1,0.75,1,1,1,1,0.972222222222222,36,4,4,22,3,3,186.74,186.74,193.82,203.89,270,186.74,231.4,238.1,220.55,297.14,239.99,193.82,260.8,100.93,105.04,106.56,100.93,112.29,273.081388888889,276.386424088162,276.423877055901,278,277.168380088584,277.324661936938
737,25508,1,295,292,0,0,0.114823,0,0,0,0,228.44,288.74,257.24,210.11,296.16,1,1,1,1,1,1,63,7,7,37,6,6,210.11,210.11,225.3,228.44,288.74,257.24,210.11,296.16,232.87,305.94,249.04,225.3,298.27,100.93,105.04,106.56,100.93,112.29,292,292,292,292,292,292
738,25509,1,295,292,0,1,0.102293,0,0,0,0,228,288.3,182.3,208.5,282.97,1,1,1,0.926829268292683,1,0.955223880597015,67,7,7,41,6,6,182.3,182.3,184.1,228,288.3,182.3,208.5,282.97,250.4,297.3,191.56,184.1,288.1,100.93,105.04,106.56,100.93,112.29,283.444626865672,292,292,292,292,292
739,25520,1,297,301,0,0,0.116622,-0.0164413438622694,-0.000468366754000749,0,0,197.59,289.73,155.61,262.73,274.68,0.888888888888889,1,0.888888888888889,0.981481481481482,1,0.966292134831461,89,9,9,54,9,8,155.61,155.61,182.64,197.59,289.73,155.61,262.73,274.68,182.64,293.91,205.11,247.76,274.24,100.93,105.04,106.56,100.93,112.29,294.25606741573,300.657886154753,300.664986126134,301,300.751387354624,300.821183630332
740,25523,1,261,260,0,1,0.660571,0,-0.218112613971189,0,0,178.58,286.09,158.06,163.51,248.6,0.818181818181818,1,0.7,0.954545454545455,1,0.926605504587156,109,11,10,66,11,11,158.06,158.06,158.59,178.58,286.09,158.06,163.51,248.6,158.59,290.23,158.84,167.97,281,100.93,105.04,106.56,100.93,112.29,248.325137614679,256.81695655923,256.929614725895,260,257.96014680108,257.96014680108
741,25525,1,243,240,0,1,0.382653,0,0,0,-0.00227896918491566,225.1,282.46,232.77,200.41,265.91,1,1,1,1,1,1,21,3,2,12,2,2,200.41,200.41,172.21,225.1,282.46,232.77,200.41,265.91,271.53,283.72,172.21,239.78,274.53,100.93,105.04,106.56,100.93,112.29,240,239.969815595757,239.972281223371,240,239.991407200949,240.009215717294
742,25526,1,270,261,0,1,0.390671,-0.0453816798196945,-0.0937712288462305,0,0,203.42,323.91,160.38,219.33,241.86,0.8,1,0.8,0.923076923076923,1,0.909090909090909,44,5,5,26,4,4,160.38,160.38,143.89,203.42,323.91,160.38,219.33,241.86,143.89,302.84,203.57,173.95,229.13,100.93,105.04,106.56,100.93,112.29,246.448181818182,258.468840217028,258.550027799126,261,259.408912992049,259.63087066244
743,25539,1,253,240,1,1,0.729958,0,0,0,0,125.87,295.64,210.17,169.44,253.96,1,1,1,1,1,1,27,3,3,17,2,2,125.87,125.87,154.28,125.87,295.64,210.17,169.44,253.96,182.44,228.99,196,154.28,292.12,100.93,105.04,106.56,100.93,112.29,240,240,240,240,240,240
744,25540,1,266,270,0,1,0.511811,0,-0.0419037606475245,0,0,175.65,308.11,206.43,185.86,269.2,1,1,0.888888888888889,0.958333333333333,1,0.9625,80,8,8,48,8,8,175.65,175.65,147.09,175.65,308.11,206.43,185.86,269.2,147.09,271.48,217.93,161.81,232.88,100.93,105.04,106.56,100.93,112.29,263.659875,269.291533118732,269.315124935977,270,269.604638018291,269.733617793564
745,25541,1,287,284,0,0,0.006452,0,0,0,0,207.21,295.09,239.12,254.98,314.98,1,1,1,1,1,1,39,4,4,24,4,3,207.21,207.21,152.22,207.21,295.09,239.12,254.98,314.98,205.37,329.92,152.22,185.98,286.98,100.93,105.04,106.56,100.93,112.29,284,284,284,284,284,284
746,25542,1,248,262,0,1,0.545866,-0.0158366219145772,0,-0.027465864719601,0,140.12,284.73,168.18,145.67,263.8,0.818181818181818,1,1,0.926470588235294,0.909090909090909,0.929203539823009,113,11,12,68,11,11,140.12,140.12,123.67,140.12,284.73,168.18,145.67,263.8,196.52,286.44,176.73,123.67,224.75,100.93,105.04,106.56,100.93,112.29,250.596814159292,261.321043834125,261.327379884362,262,261.486240904595,261.816920193389
747,25544,2,236,252,0,1,0.821114,-0.116652035938135,-0.28717187268675,0,0,205.37,167.33,230.64,157.77,203.39,0.4,1,0.5,0.708333333333333,1,0.707317073170732,41,5,4,24,4,4,157.77,157.77,159.89,205.37,167.33,230.64,157.77,203.39,177.47,250.66,168.42,159.89,185.98,100.93,105.04,106.56,100.93,112.29,207.784390243902,245.618406473829,245.834609154595,252,248.019477341821,250.738210073626
748,25550,2,273,277,0,0,0.247462,-0.183746206607337,-0.110369659499774,0,0,230.39,249.91,163.3,195.27,256.6,0.666666666666667,1,0.777777777777778,0.872340425531915,1,0.864197530864197,81,9,9,47,8,8,163.3,163.3,150.03,230.39,249.91,163.3,195.27,256.6,150.03,257.09,162.07,173.8,234.36,100.93,105.04,106.56,100.93,112.29,253.089259259259,271.246113272725,271.399066394073,277,273.284336224847,274.654062113879
749,25556,1,232,233,0,1,0.62116,-0.072091830595582,0,-0.103486219489627,0,130.78,239.61,168.71,162.45,219.21,0.666666666666667,1,0.888888888888889,0.891304347826087,0.857142857142857,0.873417721518987,79,9,9,46,7,8,130.78,130.78,137.04,130.78,239.61,168.71,162.45,219.21,161.43,219.06,190.79,137.04,238.05,100.93,105.04,106.56,100.93,112.29,216.282278481013,230.704272308142,230.738027710847,233,231.223144660697,232.034018138245
750,25557,1,264,266,0,1,0.375,0,0,-0.227963531805564,0,227.77,294.48,217.13,233.96,290.33,1,1,1,1,0.666666666666667,0.972972972972973,37,4,4,23,3,3,217.13,217.13,148.97,227.77,294.48,217.13,233.96,290.33,198.77,304.58,148.97,209.1,267.65,100.93,105.04,106.56,100.93,112.29,261.538648648649,262.948923767961,262.948923767961,266,265.096709908162,266.44970427531
751,25558,1,298,309,0,0,0.059055,0,0,-0.12531339080149,0,241.01,305.78,252.58,257.24,305.55,1,1,1,0.945945945945946,0.833333333333333,0.952380952380952,63,7,7,37,6,6,241.01,241.01,211.8,241.01,305.78,252.58,257.24,305.55,219.23,321.27,258.24,211.8,309.43,100.93,105.04,106.56,100.93,112.29,299.091904761905,306.51676597866,306.51676597866,309,308.188565958039,308.958825600165
752,25561,1,247,242,0,1,0.732075,0,0,-0.30462326557829,0,199.59,283.54,250.66,169.75,261.6,1,1,1,0.944444444444444,0.666666666666667,0.933333333333333,30,3,3,18,3,3,169.75,169.75,175.24,199.59,283.54,250.66,169.75,261.6,198.33,269.85,207.62,175.24,223.55,100.93,105.04,106.56,100.93,112.29,232.595333333333,237.702679592487,237.702679592487,242,239.799096906197,242.597061600533
753,25562,1,282,282,0,1,0.557987,0,0,-0.00467396533941544,-0.139489421001896,199.24,289.35,176.19,192.07,261.93,1,0.818181818181818,0.909090909090909,0.954545454545455,0.909090909090909,0.936363636363636,110,11,11,66,11,11,176.19,176.19,186.17,199.24,289.35,176.19,192.07,261.93,207.85,276.57,186.17,187.04,250.65,100.93,105.04,106.56,100.93,112.29,270.477363636364,279.389633563518,279.548093545776,282,280.474607209123,282.093144076
754,25568,2,245,229,0,1,0.647799,-0.969149566950427,-0.803565556790028,0,0,190.2,243.57,236.75,190.2,228.16,0,1,0.333333333333333,0.923076923076923,1,0.772727272727273,22,2,3,13,2,2,190.2,190.2,148.02,NA,243.57,236.75,190.2,228.16,NA,293.04,239.78,148.02,253.51,100.93,105.04,106.56,100.93,112.29,199.893181818182,203.682913970319,204.661942683706,229,221.329952854286,NA
755,25571,1,256,255,0,1,0.475728,0,-0.118622004454491,0,0,186.02,280.22,132.72,166.92,227.75,0.875,1,0.75,0.857142857142857,1,0.886075949367089,79,8,8,48,8,7,132.72,132.72,150.39,186.02,280.22,132.72,166.92,227.75,150.94,234.65,162.8,150.39,230.6,100.93,105.04,106.56,100.93,112.29,237.447721518987,253.149256483412,253.216886041395,255,253.531129245094,253.531129245094
756,25573,1,252,229,0,1,0.732258,0,0,0,0,151.69,274.44,152.79,146.59,271.85,0.75,1,1,0.91304347826087,1,0.916666666666667,36,4,4,23,2,3,146.59,146.59,160.94,151.69,274.44,152.79,146.59,271.85,193.41,226.37,196.31,160.94,267.48,100.93,105.04,106.56,100.93,112.29,218.3275,229,229,229,229,229
757,25576,1,242,238,0,1,0.552529,0,0,0,-0.00214770393967112,164.79,269.67,139.23,162.82,253.39,1,1,0.857142857142857,0.925,1,0.939393939393939,66,7,7,40,6,6,139.23,139.23,145.2,164.79,269.67,139.23,162.82,253.39,154.64,280.57,153.74,145.2,230.16,100.93,105.04,106.56,100.93,112.29,229.692727272727,237.973237656454,237.975455648886,238,237.98071557108,238.006183434888
758,25577,1,267,247,0,1,0.380665,0,-0.0893947291206714,0,0,175.17,289.61,199.72,195.1,231.73,1,1,0.8,0.923076923076923,1,0.931818181818182,44,5,5,26,4,4,175.17,175.17,167.54,175.17,289.61,199.72,195.1,231.73,179.16,277.97,206.85,167.54,238.3,100.93,105.04,106.56,100.93,112.29,237.040681818182,245.516149081516,245.57334139117,247,246.270315523553,246.519706500815
759,25580,1,276,280,0,0,0.202963,0,0,0,0,151.8,299.92,149.2,183.1,212.87,1,1,1,0.944444444444444,1,0.966666666666667,90,9,9,54,9,9,149.2,149.2,147.35,151.8,299.92,149.2,183.1,212.87,177.31,184.31,165.57,147.35,250.07,100.93,105.04,106.56,100.93,112.29,274.031,280,280,280,280,280
760,25589,1,280,304,0,1,0.581481,-0.109688065839172,-0.0506196415463799,0,0,191.87,306.92,231.21,242.7,313.98,0.857142857142857,1,0.857142857142857,0.974358974358974,1,0.953846153846154,65,7,7,39,6,6,191.87,191.87,148.57,191.87,306.92,231.21,242.7,313.98,148.57,279.48,177.84,198.12,316.86,100.93,105.04,106.56,100.93,112.29,294.627538461538,300.494218415823,300.573459119324,304,302.064198113785,302.278654065924
761,25593,2,284,291,0,0,0.227181,-0.00392517052722685,-0.0937613715192892,-0.0933984361367277,-0.133089320015084,163.61,331.14,203.23,196.17,278.18,0.857142857142857,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.852459016393443,61,7,6,36,6,6,163.61,163.61,156.85,163.61,331.14,203.23,196.17,278.18,156.85,293.16,197.91,231.97,291.09,100.93,105.04,106.56,100.93,112.29,262.956885245902,284.927198191583,285.129682688931,291,286.929845728551,290.540856038378
762,25599,1,242,233,0,1,0.374239,0,-0.06812433016588,-0.0125843733523049,-0.0328596617019533,128.24,257.28,184.39,142.75,210.06,0.75,0.909090909090909,0.833333333333333,0.942857142857143,0.909090909090909,0.904347826086957,115,12,12,69,11,11,128.24,128.24,125.54,128.24,257.28,184.39,142.75,210.06,158.95,237.11,125.54,145.06,234.32,100.93,105.04,106.56,100.93,112.29,220.367217391304,231.487079180645,231.562806337795,233,231.79992742458,232.703150725246
763,25609,2,223,226,0,1,0.383234,0,-0.421562871831306,0,0,196.68,350.65,249.98,201.72,295.08,1,1,0.5,1,1,0.923076923076923,13,2,2,7,1,1,196.68,196.68,216.77,196.68,350.65,249.98,201.72,295.08,274.7,364.29,267.77,216.77,269,100.93,105.04,106.56,100.93,112.29,216.379230769231,217.888481787701,218.253620090534,226,224.098427168909,227.555242717925
764,25613,1,249,271,0,1,0.50193,-0.0787747137807859,0,0,0,157.6,310.94,182.42,205.97,285.2,0.846153846153846,1,0.923076923076923,0.961038961038961,1,0.952755905511811,127,13,13,77,12,12,157.6,157.6,140.51,157.6,310.94,182.42,205.97,285.2,215.44,308.05,199.48,140.51,180.73,100.93,105.04,106.56,100.93,112.29,262.965196850394,269.62863147681,269.661772681199,271,270.085593046806,270.085593046806
765,25615,1,244,234,0,1,0.700288,0,0,0,0,222.56,244.77,146.55,160.1,231.38,1,1,1,0.888888888888889,1,0.931818181818182,44,4,5,27,4,4,146.55,146.55,145.88,222.56,244.77,146.55,160.1,231.38,179.63,280.44,145.88,189.12,277.41,100.93,105.04,106.56,100.93,112.29,224.927045454545,234,234,234,234,234
766,25624,1,237,242,0,1,0.546392,0,0,0,0,113.7,246.33,187.11,140.08,278.23,1,1,1,0.958333333333333,1,0.975,40,4,4,24,4,4,113.7,113.7,145.72,113.7,246.33,187.11,140.08,278.23,169.53,271.05,145.72,160.74,306.46,100.93,105.04,106.56,100.93,112.29,238.47325,242,242,242,242,242
767,25625,1,293,274,0,0,0.07027,0,0,0,0,215.26,328.49,282.09,214.69,291.38,1,1,1,0.916666666666667,1,0.95,20,2,2,12,2,2,214.69,214.69,192.81,215.26,328.49,282.09,214.69,291.38,192.81,332.18,220.68,204.06,309.06,100.93,105.04,106.56,100.93,112.29,265.3465,274,274,274,274,274
768,25630,1,213,206,1,1,0.564356,-0.673853127225288,0,0,0,130.25,285.18,150.14,130.25,253.63,0,1,1,0.9375,1,0.88,25,2,3,16,2,2,130.25,130.25,130.16,NA,285.18,150.14,130.25,253.63,NA,245.81,194.71,130.16,243.35,100.93,105.04,106.56,100.93,112.29,193.3916,200.335860153795,200.557423062027,206,201.916450049015,NA
769,25639,1,233,230,0,1,0.596439,0,0,0,0,162.06,231.14,164.38,142.57,243.22,1,1,1,1,1,1,63,7,7,37,6,6,142.57,142.57,136.78,162.06,231.14,164.38,142.57,243.22,165.88,136.78,157.89,174.28,281.94,100.93,105.04,106.56,100.93,112.29,230,230,230,230,230,230
770,25642,1,222,182,1,1,0.885714,-0.338912991293591,0,0,-0.0364153623084447,216.81,223.95,170.49,146,206.75,0.5,1,1,0.75,1,0.8,20,2,2,12,2,2,146,146,129.62,216.81,223.95,170.49,146,206.75,194.75,242.07,190.75,129.62,264.51,100.93,105.04,106.56,100.93,112.29,165.786,178.957213037348,179.137874128352,182,180.648817927033,183.332518567577
771,25644,1,267,261,0,0,0.103203,0,0,0,0,155.56,231.1,244.62,169.23,273.47,1,1,1,0.952380952380952,1,0.971428571428571,35,4,4,21,3,3,155.56,155.56,169.21,155.56,231.1,244.62,169.23,273.47,171.93,240.23,245.39,169.21,264.29,100.93,105.04,106.56,100.93,112.29,256.426571428571,261,261,261,261,261
772,25647,2,254,233,0,1,0.542105,-0.794249148590589,0,0,0,160.01,282.56,160.01,181.32,214.71,0,1,1,1,1,0.870967741935484,31,4,3,18,3,3,160.01,160.01,154.17,NA,282.56,160.01,181.32,214.71,215.08,292.29,154.17,182.72,263.48,100.93,105.04,106.56,100.93,112.29,215.958709677419,219.464969670405,219.886177928561,233,225.519710276693,NA
773,25655,1,287,300,0,0,0.247845,0,0,-0.116491367612974,0,206.24,293.98,244.84,185.61,294.42,1,1,1,0.976190476190476,0.857142857142857,0.971014492753623,69,7,7,42,7,6,185.61,185.61,164.93,206.24,293.98,244.84,185.61,294.42,221.84,308.47,256.59,164.93,257.51,100.93,105.04,106.56,100.93,112.29,294.229855072464,297.647397741232,297.647397741232,300,298.648143003062,299.934055756247
774,25674,1,275,269,0,1,0.320819,-0.0697205625551457,0,0,0,141.99,309.22,268.97,228.1,276.47,0.75,1,1,0.91304347826087,1,0.918918918918919,37,4,4,23,3,3,141.99,141.99,195.34,141.99,309.22,268.97,228.1,276.47,197.63,294.02,227.95,195.34,271.53,100.93,105.04,106.56,100.93,112.29,255.372702702703,267.733196221768,267.764174763617,269,268.042680145932,268.042680145932
