"","rbd","diff_4_D1","diff_4_D2","diff_4_D3D8","diff_4_D9","diff_4_D10"
"1","10000",0.193118813721859,-0.175080343457384,-0.0217829481239799,0.0218823594190706,-0.000721354199337609
"2","10001",0.380926553910449,-0.0100186649683738,-0.106907978890113,0.248085735661125,-0.0131255850525354
"3","10005",-0.00929156797018948,0.0371518149620331,-0.0179569877933985,0.0146593804924893,0.0136384140775798
"4","10006",-0.592274071330933,-0.234420725202902,-0.101044142024954,-0.234274341087981,-0.00233403583371894
"5","10010",0.148303317019165,0.274065603247475,0.0365670284545331,0.0620626207591901,0.0832691800689461
"6","10012",-0.0133658709978179,-0.0219811206840039,-0.0991218644707147,-0.00693653501180935,0.0182014615705393
"7","10014",-0.634902383219409,-0.218257996943732,-0.151969939139146,0.04202966106035,0.0253592273971038
"8","10015",0.0266420201647668,0.0324737975585363,0.0360002834696507,0.010049013145159,0.0323284206381292
"9","10018",0.0525352684716943,0.0761192976641449,0.0368915798719008,0.015767891256216,0.0449640718700971
"10","10019",-0.330694137446412,-0.467442264445953,0.0564557834510842,0.00354459818695496,-0.00271220159515284
"11","10021",0.023249567266419,0.0363233875660411,0.051204141213706,0.0186976251494894,0.0778644174499653
"12","10026",-0.0744535426351388,-0.230072929868243,0.012781942958523,-0.134599456624486,0.031873330657987
"13","10028",0.0982869845610611,0.0627314666836195,-0.0184012866298868,0.0724504879505479,0.0839265349483058
"14","10030",-0.00832229264355766,0.00607924196679122,0.0213719957853106,0.0407715297984957,0.0675647897327717
"15","10032",-0.170880740963669,0.0250925806373856,-0.0175053140233399,0.009927813207953,0.0124023262659784
"16","10035",-0.269003618211404,0.107667016019501,0.0378323092545612,0.0832575163926678,0.024278702381889
"17","10036",-0.134083496443831,-0.11439380714966,-0.0434225735655835,0.0363670775524794,0.0396860915975896
"18","10041",-0.0199467608838146,0.324718688432152,-0.067008985174003,-0.0126983583254199,-0.00547265589448287
"19","10042",-0.155802974122628,0.0325331650367423,0.0537740165056741,0.0182399941277405,0.0308567682204038
"20","10046",0.0938573547674543,0.119580346928098,-0.0319361608442676,0.0544413164664033,-0.0977776977314935
"21","10058",0.0563661184166866,0.0304509036138412,0.0321662769963924,0.0537322489195795,0.010706395541232
"22","10063",0.166632307721984,0.0727750625703744,0.0407901176856401,0.0144342672763227,0.0355285819585119
"23","10064",0.00723440334004899,0.11207181745026,-0.0110754892343177,0.0719614856086397,0.0334657949028343
"24","10069",0.0569580965832608,-0.116576653861064,0.0227058952714455,0.0444388768512654,0.0309674487092166
"25","10074",0.3100070807491,-0.201712014425243,0.121249115503871,0.101758821533481,0.0779987499555281
"26","10076",-0.419130144377071,0.139341569742963,0.0452440014793265,0.0191776017576863,0.0432531848437554
"27","10080",-0.81134915484222,-0.580050875563758,0.0550566397758115,0.0190678079232376,0.0519766371006031
"28","10081",-0.0870850540498144,-0.00203625986395772,0.0497397584617459,0.069610177825508,0.114992372287093
"29","10083",0.169500293621298,0.0292756947153862,0.0432203114410613,0.0787097125442806,-0.106236999044296
"30","10085",0.0992460082781137,0.182196945301667,0.167114953869526,0.284407088748266,0.277570843589838
"31","10086",-0.0683604788441086,-0.12789361366841,0.0911907544229549,0.0962859803074025,0.0440906118383441
"32","10087",-0.215551021164539,-0.120998603172105,0.00805045351778066,0.0788618173713689,0.05555348860292
"33","10088",-0.159779661915204,0.11561638228105,0.0711556030059152,0.128881296238003,0.130080791447264
"34","10089",-0.210667642388007,0.0279775053292388,0.0561323300016706,0.041239986249744,0.00525313411772077
"35","10090",-0.354615776363608,-0.516072112319233,-0.0325377215040739,0.0172094647891935,0.0330479609987163
"36","10091",-0.16061532979947,0.0887697889370811,-0.0185434896008658,0.0558449818886139,0.0691603166479831
"37","10092",0.0240545800019731,0.0966036654453357,-0.0642779435814534,0.00247488516530125,0.0141545295953316
"38","10093",0.150494381208612,0.113881588039756,0.125395436539693,0.15661362412771,0.023022450050075
"39","10095",0.529321226222571,0.488442726483,0.0392298405781648,-0.00670588708589825,0.0785545994787931
"40","10097",0.196859830992679,-0.369484366483472,-0.0653105526670809,-0.864933022526064,0.0134477870918921
"41","10098",-0.141652327744274,0.365309444544863,-0.0790195934434906,0.172594676738738,0.100964218113259
"42","10099",0.065979011800286,0.0990746909547863,0.0589043700821152,0.175437657530479,0.0908155800145988
"43","10100",-0.193533309791322,0.0780874923899062,-0.135935044808876,0.0899983888514135,0.0561556795056076
"44","10102",0.244563910126183,0.156619198352167,0.140698579356662,0.216843614898798,0.18624513914187
"45","10103",-0.185405911317225,-0.0904677349052845,0.0250621772832585,0.0447692644164183,0.0532449988799243
"46","10104",0.201455056354435,0.00328535195153123,0.0876133241513722,0.16640636380061,-0.221847433041203
"47","10105",-0.0205508902354793,0.169024752188251,0.0456179369552011,0.107692057463815,0.105097904653959
"48","10106",-0.0258138592513029,0.112237999079794,0.0688958018900806,0.062234637688656,0.111485083082315
"49","10107",-0.264709509708877,0.174604760625457,-0.0962598795802332,0.0569618927852387,0.0107743277667426
"50","10108",-0.141377775104755,-0.064694718235074,0.0804223737401029,0.119464030495434,0.154571474578738
"51","10109",-0.0771443424218704,-0.262612940796138,-0.0624212627734381,0.0334693661298101,0.0855241507933263
"52","10113",-0.0425671522679808,0.135843480334709,0.124932186180119,0.152066233417271,0.0895908070212019
"53","10114",-0.0819291452354246,-0.146725538073151,-0.0488591970297588,0.0314016902717447,0.0365082242013671
"54","10116",-0.018370068371958,0.15123370129719,0.133660666445712,0.146504765330301,0.280416545338151
"55","10117",0.0985611424067847,0.109020824895927,0.00278707040335002,0.248603400346332,0.127136924578024
"56","10119",-0.306322486340598,0.0537272589978766,-0.0392429696484167,0.0212659032559755,0.0256082768816549
"57","10121",-0.049512595831217,0.164368243284265,0.0820609720269194,0.14004426722363,0.112292109475166
"58","10122",-0.33438652300858,0.070989527773538,0.106831218423858,0.0510132466684003,-0.111473620683897
"59","10123",-0.334453613213188,-0.0718779697063173,0.0738066593051455,0.26427889061188,-0.0101624693731838
"60","10124",-0.00584727697315301,0.0458630182260908,0.0139295894847796,0.00755665500218261,0.00100633843873832
"61","10125",0.115437306701314,0.116766324142656,-0.0226696846140664,0.0351599140305924,0.00853366336375583
"62","10126",-0.367284081502549,0.226779484348833,0.0254025376564384,0.18025702121635,0.0316551016322395
"63","10130",0.179241010239147,0.199107784726993,0.0784371019334114,0.201419290210455,0.102131154612691
"64","10133",0.101589741575447,0.0611513462881746,0.0439305199570893,0.00713851013387423,0.0211142084943536
"65","10134",-0.062239111341877,-0.0984618935513252,0.0980544558988957,0.178978366682706,0.0836673945016982
"66","10135",0.420206323310301,0.462957605677555,0.325662045741683,0.205533197352374,0.301413435065834
"67","10140",-0.231174543856388,-0.166552682673062,0.0491126534685196,-0.193746085325036,0.0759639378309706
"68","10142",-0.258118071229684,-0.493506293887937,-0.0430842792208096,0.0176218965773351,0.0186504581619615
"69","10143",0.0898453195479594,0.00764835518863882,-0.0620779982253189,0.0251056268803084,0.0121197170634818
"70","10147",-0.145833610431712,-0.133152271892048,0.0132671045487386,0.0462300051930147,0.0487237878078137
"71","10149",-0.453209726160721,0.0314223922118871,0.0538938918699867,-0.200950401588465,0.0580913701805604
"72","10151",-0.231357751788559,0.0602150583540331,0.0634375048973131,0.0717633721535402,0.0566792836657523
"73","10152",0.0410008609550948,0.0284937798356946,-0.0316970427243279,0.0249856015903739,-0.220828536879229
"74","10155",-0.0119292719153858,-0.0241490300723584,-0.0122180496531284,-0.00692549482730165,-0.00652960953981307
"75","10156",0.0461641175516371,-0.00391111831936486,0.0877175568426739,-0.160879302106593,0.0724060619385257
"76","10157",-0.084130474027896,0.0924157127361592,0.00843145517503729,0.0459838309598066,0.0900992093361255
"77","10158",0.00692772873742697,0.0308259829114367,0.0295608895837555,0.0359252541003456,0.0174558266171942
"78","10159",0.0671604157532988,0.0611225543236475,-0.0758853403904057,-0.213428587330305,0.046177844471713
"79","10160",-0.0520694194495416,0.0186565634387729,-0.020755650488005,0.00923902508780106,0.0201286909000515
"80","10162",0.100650571034689,0.0897919361366616,0.00444489322339281,0.0629927329585011,0.0543819428334482
"81","10164",0.0853602066477256,0.121297471120385,0.0561762917660653,0.0801589634209976,0.0548268017173793
"82","10167",0.0340424192597113,0.106796724486647,0.0132034904225845,-0.118276859768566,0.0356069728813799
"83","10168",0.151813918108934,0.126643628926601,0.110529586878378,0.109168821881614,0.118906262592736
"84","10172",-0.311320406158064,0.0695736562861748,0.0113661554054229,0.0931288416058639,0.0113353330422827
"85","10173",0.0173602574521297,-0.262320221702154,-0.161466787080574,0.0197329776005688,0.0073375180181855
"86","10182",-0.225051859552435,0.0416680351772416,0.00242530902490157,0.0864958775499083,0.0679743809779386
"87","10183",0.0487139519546116,0.0269589969734177,-0.170808172059646,0.0204116337317779,0.0256699904253584
"88","10186",-0.032738706155559,0.0538792862905983,0.0281928736671209,0.00981367895352792,0.0245410973270458
"89","10187",0.041679717808798,0.0936982283352031,-0.00150132165163797,0.031213543879074,0.0382794691578903
"90","10193",0.103497407177083,0.120693048732826,0.0599099078062963,0.0663620118829316,0.0505049688323645
"91","10197",-0.0967607568879569,0.131802536706453,-0.147292486142323,0.0206396052146471,0.0383503590007823
"92","10199",-0.0459354297082298,0.0645866156809095,0.0624058617624228,-0.108744068437079,-0.0515372426782221
"93","10200",-0.0050088057325427,0.0686811070311206,0.0632079247707809,0.0836163032076019,0.054485001084112
"94","10201",0.113283806079598,0.0911274429150301,0.0572955021724316,0.109194396319139,0.0776459491750064
"95","10202",-0.112364990505457,0.0758251274861137,0.0750989221553064,0.124588267015776,0.105650001217283
"96","10204",-0.43712215779322,0.0538248292837479,-0.117799681306161,0.00608819112623504,0.0546465874771955
"97","10205",0.309723916803849,-0.00497505328596182,0.035881226009665,-0.249595750923284,0.121893851122297
"98","10207",0.175392216924323,0.187661293512544,0.198002628343938,0.173079386774141,0.119673637149734
"99","10210",-0.337404574474334,-0.144316063113121,0.0568806949221803,0.0395305350381417,0.0790811353663254
"100","10212",0.0560029752899278,0.114382213655831,0.0682971594250795,0.0393431012324024,0.0671457766098642
"101","10216",0.076121496859344,0.0742451644738908,-0.0757341530740228,0.0314693009750995,0.0363027634789185
"102","10217",-0.33584250112587,-0.0188149224592107,-0.0541966886719247,-0.0150854312520603,-0.0146538839590582
"103","10219",0.481122766035309,0.00199038158544718,-0.00133090565915905,0.0126593256610461,0.0148348872738264
"104","10220",-0.0123891956995023,0.0718475701907809,0.0642118552865489,0.0949570514800794,0.0648674194591604
"105","10221",-0.104377235557827,0.0992876003062099,0.0469023955213161,0.0468096198089106,0.0700225705830778
"106","10224",0.0719923598423968,0.0288021020253856,0.0567139276297112,0.0565616653610896,0.0222816273263685
"107","10225",0.0324539183644754,0.0355516365117775,0.0100430989527736,0.0655762370575316,0.0351133959073738
"108","10226",0.0383810499396416,0.0250995753949643,0.03363715779234,0.0373660434665727,0.134087893144172
"109","10228",0.00544430308922994,0.0587718237677805,-0.000636687906565236,0.033663307103702,0.0271325356620237
"110","10229",-0.270529687552457,0.0255660412631054,-0.0356426426540133,0.0220040345346495,0.0295848434716393
"111","10232",0.0482358656018119,0.0811340237252145,0.00899745756455306,0.0439818942170407,0.0140278652727929
"112","10233",-0.127801302036321,0.0932020761666379,-0.00931495229348422,0.0428708478479766,0.0282472048857464
"113","10235",0.102465606571593,0.124077914731249,0.044831489112525,0.0249474192388256,0.0126363847760679
"114","10239",-0.121068526956675,0.098103316781406,-0.0460267738527557,0.0532486837432872,0.0350173482779778
"115","10240",-0.0420049263063911,-0.147695822414642,-0.0173179061811161,-0.0445158773093937,0.0577380286229572
"116","10241",-0.138897549032194,-0.219612483680366,0.0320954555221478,-0.139703605709437,0.106622455704302
"117","10245",0.0111737419588348,-0.0509568779280674,0.0640123735717982,0.030345186273081,0.0743147353775023
